id,kategori,judul,isi,tanggal,sumber,sentimen,kata_kunci
74,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-06-22,Market Insight,positif,"pasar saham, stabilitas, investasi, pertumbuhan, rupiah"
438,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-02-01,Finansial News,positif,"pertumbuhan, pasar saham, surplus, rupiah, stabilitas"
308,ekonomi,Rupiah Melemah Terhadap Dolar AS,Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2025-07-22,Market Insight,negatif,"pelemahan, utang, krisis, inflasi, defisit"
150,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2025-01-08,Bisnis Today,positif,"stabilitas, investasi, pertumbuhan, peningkatan, surplus"
129,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-04-28,Bisnis Today,negatif,"pelemahan, inflasi, penurunan, defisit, krisis"
438,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-02-01,Finansial News,positif,"pertumbuhan, pasar saham, surplus, rupiah, stabilitas"
113,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-01-07,Investor Daily,positif,"stabilitas, pasar saham, investasi, pertumbuhan, peningkatan"
438,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-02-01,Finansial News,positif,"pertumbuhan, pasar saham, surplus, rupiah, stabilitas"
391,ekonomi,Investasi Asing Masuk Capai Rekor Baru,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2025-03-07,Bisnis Today,positif,"peningkatan, stabilitas, pertumbuhan, rupiah, pasar saham"
400,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2025-02-17,Finansial News,positif,"stabilitas, peningkatan, rupiah, pertumbuhan, surplus"
348,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-07-18,Investor Daily,positif,"surplus, pasar saham, pertumbuhan, peningkatan, investasi"
51,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-07-22,Ekonomi Update,positif,"peningkatan, investasi, pasar saham, surplus, pertumbuhan"
127,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-07-09,Ekonomi Update,positif,"investasi, pasar saham, stabilitas, surplus, pertumbuhan"
36,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2024-08-31,Ekonomi Update,negatif,"krisis, defisit, penurunan, utang, PHK"
336,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-01-09,Ekonomi Update,positif,"rupiah, stabilitas, pertumbuhan, peningkatan, investasi"
329,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-01-25,Investor Daily,positif,"pasar saham, peningkatan, rupiah, stabilitas, pertumbuhan"
424,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-11-28,Bisnis Today,positif,"surplus, pertumbuhan, stabilitas, investasi, rupiah"
90,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2025-09-24,Market Insight,negatif,"defisit, inflasi, PHK, krisis, pelemahan"
37,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-11-15,Market Insight,positif,"rupiah, peningkatan, pertumbuhan, investasi, pasar saham"
388,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-08-06,Finansial News,positif,"pertumbuhan, rupiah, pasar saham, peningkatan, surplus"
277,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-05-30,Investor Daily,negatif,"utang, PHK, defisit, krisis, penurunan"
244,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2024-05-28,Market Insight,negatif,"penurunan, defisit, pelemahan, utang, krisis"
387,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2024-07-13,Ekonomi Update,negatif,"utang, PHK, penurunan, inflasi, pelemahan"
113,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-01-07,Investor Daily,positif,"stabilitas, pasar saham, investasi, pertumbuhan, peningkatan"
304,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-02-24,Investor Daily,positif,"peningkatan, stabilitas, surplus, rupiah, investasi"
242,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-09-09,Investor Daily,positif,"pasar saham, rupiah, investasi, surplus, peningkatan"
78,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-01-02,Ekonomi Update,positif,"rupiah, pertumbuhan, surplus, stabilitas, pasar saham"
63,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-04-17,Investor Daily,positif,"surplus, pasar saham, peningkatan, investasi, stabilitas"
359,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-03-07,Ekonomi Update,positif,"rupiah, pertumbuhan, peningkatan, investasi, surplus"
444,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2025-04-14,Finansial News,positif,"stabilitas, investasi, rupiah, surplus, pertumbuhan"
86,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2025-06-22,Finansial News,positif,"surplus, rupiah, investasi, pertumbuhan, pasar saham"
124,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2025-07-27,Investor Daily,positif,"pertumbuhan, rupiah, investasi, stabilitas, surplus"
123,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-09-11,Market Insight,positif,"pertumbuhan, stabilitas, pasar saham, investasi, peningkatan"
126,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-07-21,Ekonomi Update,positif,"pertumbuhan, surplus, rupiah, peningkatan, investasi"
171,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-02-14,Ekonomi Update,positif,"rupiah, pertumbuhan, surplus, investasi, peningkatan"
145,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-10-01,Bisnis Today,positif,"rupiah, pertumbuhan, investasi, surplus, peningkatan"
189,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2025-05-10,Market Insight,positif,"stabilitas, pertumbuhan, peningkatan, rupiah, investasi"
439,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2024-11-29,Ekonomi Update,negatif,"PHK, penurunan, inflasi, pelemahan, defisit"
84,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2024-08-28,Ekonomi Update,negatif,"defisit, inflasi, PHK, krisis, utang"
133,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2024-10-23,Finansial News,negatif,"utang, PHK, penurunan, pelemahan, defisit"
13,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-01-15,Bisnis Today,negatif,"krisis, utang, PHK, defisit, inflasi"
121,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2025-04-14,Investor Daily,positif,"stabilitas, surplus, pasar saham, investasi, pertumbuhan"
359,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-03-07,Ekonomi Update,positif,"rupiah, pertumbuhan, peningkatan, investasi, surplus"
228,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2024-09-30,Ekonomi Update,negatif,"utang, krisis, pelemahan, PHK, inflasi"
116,ekonomi,Investasi Asing Masuk Capai Rekor Baru,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-01-20,Bisnis Today,positif,"stabilitas, investasi, peningkatan, rupiah, pertumbuhan"
433,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-02-01,Finansial News,positif,"pasar saham, surplus, peningkatan, rupiah, pertumbuhan"
171,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-02-14,Ekonomi Update,positif,"rupiah, pertumbuhan, surplus, investasi, peningkatan"
411,ekonomi,Investasi Asing Masuk Capai Rekor Baru,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-06-18,Finansial News,positif,"pasar saham, pertumbuhan, peningkatan, rupiah, surplus"
365,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2023-11-21,Ekonomi Update,negatif,"utang, inflasi, defisit, penurunan, pelemahan"
414,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-10-01,Ekonomi Update,positif,"pertumbuhan, investasi, pasar saham, surplus, stabilitas"
104,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-04-13,Finansial News,positif,"pertumbuhan, rupiah, pasar saham, surplus, peningkatan"
243,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2023-08-16,Investor Daily,negatif,"krisis, utang, pelemahan, defisit, PHK"
77,ekonomi,Rupiah Melemah Terhadap Dolar AS,Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2023-09-21,Bisnis Today,negatif,"defisit, PHK, inflasi, utang, krisis"
259,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-10-24,Finansial News,positif,"rupiah, investasi, pasar saham, stabilitas, pertumbuhan"
28,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2024-10-12,Bisnis Today,negatif,"krisis, defisit, penurunan, inflasi, utang"
102,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2023-12-01,Ekonomi Update,positif,"rupiah, pertumbuhan, peningkatan, investasi, pasar saham"
26,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2024-01-03,Ekonomi Update,negatif,"penurunan, PHK, krisis, utang, inflasi"
95,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2023-02-08,Finansial News,negatif,"pelemahan, krisis, defisit, utang, PHK"
243,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2023-08-16,Investor Daily,negatif,"krisis, utang, pelemahan, defisit, PHK"
402,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-08-28,Market Insight,positif,"pertumbuhan, peningkatan, surplus, investasi, pasar saham"
214,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-06-21,Market Insight,positif,"stabilitas, surplus, pasar saham, peningkatan, rupiah"
22,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-06-12,Finansial News,positif,"stabilitas, investasi, surplus, peningkatan, pertumbuhan"
198,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2023-04-12,Market Insight,negatif,"defisit, PHK, utang, krisis, pelemahan"
444,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2025-04-14,Finansial News,positif,"stabilitas, investasi, rupiah, surplus, pertumbuhan"
66,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-06-07,Finansial News,negatif,"krisis, pelemahan, inflasi, utang, penurunan"
198,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Nilai tukar rupiah kembali melemah akibat sentimen global dan tingginya ketidakpastian ekonomi dunia.,2023-04-12,Market Insight,negatif,"defisit, PHK, utang, krisis, pelemahan"
340,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2024-05-31,Ekonomi Update,positif,"investasi, pertumbuhan, surplus, rupiah, peningkatan"
86,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2025-06-22,Finansial News,positif,"surplus, rupiah, investasi, pertumbuhan, pasar saham"
394,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-12-10,Market Insight,positif,"pertumbuhan, pasar saham, peningkatan, stabilitas, surplus"
321,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-03-25,Market Insight,positif,"pertumbuhan, stabilitas, peningkatan, pasar saham, rupiah"
433,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-02-01,Finansial News,positif,"pasar saham, surplus, peningkatan, rupiah, pertumbuhan"
351,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2025-06-09,Ekonomi Update,positif,"investasi, stabilitas, peningkatan, pasar saham, rupiah"
224,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-08-16,Ekonomi Update,positif,"pertumbuhan, investasi, surplus, rupiah, peningkatan"
128,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-03-12,Ekonomi Update,positif,"peningkatan, surplus, pasar saham, stabilitas, pertumbuhan"
301,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-08-16,Investor Daily,positif,"stabilitas, pertumbuhan, peningkatan, pasar saham, investasi"
7,ekonomi,Krisis Energi Tekan Pertumbuhan Ekonomi,Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2024-06-18,Investor Daily,negatif,"pelemahan, penurunan, PHK, utang, inflasi"
150,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2025-01-08,Bisnis Today,positif,"stabilitas, investasi, pertumbuhan, peningkatan, surplus"
228,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Kenaikan harga pangan dan energi membuat tekanan inflasi meningkat. Pemerintah diminta segera mengambil langkah untuk menekan dampak sosial ekonomi.,2024-09-30,Ekonomi Update,negatif,"utang, krisis, pelemahan, PHK, inflasi"
165,ekonomi,Rupiah Melemah Terhadap Dolar AS,Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2024-03-15,Finansial News,negatif,"PHK, utang, defisit, krisis, penurunan"
218,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2025-08-03,Bisnis Today,positif,"pertumbuhan, pasar saham, rupiah, surplus, stabilitas"
294,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-01-15,Investor Daily,positif,"stabilitas, pertumbuhan, rupiah, investasi, peningkatan"
435,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2023-02-16,Market Insight,negatif,"defisit, penurunan, utang, krisis, pelemahan"
3,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-06-15,Investor Daily,positif,"surplus, stabilitas, peningkatan, rupiah, pertumbuhan"
195,ekonomi,Defisit Neraca Perdagangan Meningkat Tajam,Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2024-09-16,Investor Daily,negatif,"PHK, pelemahan, penurunan, utang, krisis"
86,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2025-06-22,Finansial News,positif,"surplus, rupiah, investasi, pertumbuhan, pasar saham"
398,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2023-07-12,Investor Daily,positif,"pasar saham, investasi, peningkatan, stabilitas, surplus"
298,ekonomi,PHK Massal Terjadi di Sektor Manufaktur,Krisis energi yang melanda kawasan Asia menurunkan tingkat produksi industri nasional.,2024-09-09,Market Insight,negatif,"defisit, krisis, penurunan, utang, PHK"
166,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-09-21,Finansial News,positif,"pasar saham, surplus, pertumbuhan, rupiah, stabilitas"
163,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2023-02-11,Bisnis Today,negatif,"utang, PHK, penurunan, krisis, defisit"
150,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2025-01-08,Bisnis Today,positif,"stabilitas, investasi, pertumbuhan, peningkatan, surplus"
122,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-11-19,Ekonomi Update,positif,"pasar saham, stabilitas, pertumbuhan, surplus, rupiah"
196,ekonomi,Investasi Asing Masuk Capai Rekor Baru,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-10-03,Bisnis Today,positif,"investasi, stabilitas, pasar saham, peningkatan, pertumbuhan"
333,ekonomi,Rupiah Menguat di Tengah Ketidakpastian Global,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-01-14,Finansial News,positif,"pertumbuhan, peningkatan, surplus, investasi, stabilitas"
303,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-05-18,Market Insight,positif,"surplus, pasar saham, pertumbuhan, peningkatan, stabilitas"
191,ekonomi,Investasi Asing Masuk Capai Rekor Baru,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2023-01-05,Bisnis Today,positif,"surplus, stabilitas, pertumbuhan, pasar saham, rupiah"
317,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Ekonomi Indonesia menunjukkan tanda-tanda pemulihan yang kuat setelah mengalami tekanan global. Analis menilai kebijakan fiskal pemerintah cukup efektif dalam menjaga stabilitas pasar.,2024-12-19,Finansial News,positif,"rupiah, peningkatan, surplus, stabilitas, pasar saham"
74,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2023-06-22,Market Insight,positif,"pasar saham, stabilitas, investasi, pertumbuhan, rupiah"
159,ekonomi,Pasar Saham Indonesia Mengalami Kenaikan,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-04-21,Finansial News,positif,"investasi, surplus, pasar saham, stabilitas, pertumbuhan"
5,ekonomi,Pertumbuhan Ekonomi Nasional Meningkat,Investor global kembali melirik pasar Indonesia karena potensi pertumbuhan jangka panjang yang menarik.,2025-09-27,Finansial News,positif,"pertumbuhan, rupiah, peningkatan, surplus, pasar saham"
291,ekonomi,Investasi Asing Masuk Capai Rekor Baru,"Nilai tukar rupiah menguat terhadap dolar AS, didukung oleh arus masuk investasi asing dan peningkatan cadangan devisa nasional.",2025-08-01,Ekonomi Update,positif,"stabilitas, peningkatan, pasar saham, investasi, rupiah"
459,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Defisit perdagangan meningkat seiring penurunan ekspor dan naiknya harga impor barang modal.,2024-11-30,Investor Daily,negatif,"krisis, utang, pelemahan, penurunan, inflasi"
267,ekonomi,"Inflasi Naik, Harga Pangan Semakin Mahal",Sejumlah perusahaan manufaktur melakukan pemutusan hubungan kerja massal karena menurunnya permintaan pasar.,2024-07-19,Bisnis Today,negatif,"defisit, krisis, penurunan, utang, inflasi"
27,ekonomi,Kinerja Ekspor Indonesia Meningkat Signifikan,Peningkatan daya beli masyarakat dan dukungan stimulus ekonomi menjadi faktor utama penggerak pertumbuhan domestik.,2024-02-03,Finansial News,positif,"investasi, peningkatan, stabilitas, rupiah, pertumbuhan"
